x,y,distance_from_center_m,elevation_m,station_m,segment_id
-6715365.680475711,6587830.4179780865,-150.0,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715373.180475711,6587830.4179780865,-142.5,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715380.680475711,6587830.4179780865,-135.0,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715388.180475711,6587830.4179780865,-127.5,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715395.680475711,6587830.4179780865,-120.0,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715403.180475711,6587830.4179780865,-112.5,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715410.680475711,6587830.4179780865,-105.0,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715418.180475711,6587830.4179780865,-97.49999999999999,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715425.680475711,6587830.4179780865,-90.0,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715433.180475711,6587830.4179780865,-82.5,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715440.680475711,6587830.4179780865,-75.0,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715448.180475711,6587830.4179780865,-67.5,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715455.680475711,6587830.4179780865,-59.999999999999986,7587.67578125,4136.6310475310165,M3_T2_sub2
-6715463.180475711,6587830.4179780865,-52.5,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715470.680475711,6587830.4179780865,-44.99999999999999,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715478.180475711,6587830.4179780865,-37.5,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715485.680475711,6587830.4179780865,-29.999999999999993,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715493.180475711,6587830.4179780865,-22.499999999999986,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715500.680475711,6587830.4179780865,-14.999999999999996,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715508.180475711,6587830.4179780865,-7.49999999999999,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715515.680475711,6587830.4179780865,0.0,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715523.180475711,6587830.4179780865,7.500000000000007,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715530.680475711,6587830.4179780865,15.000000000000014,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715538.180475711,6587830.4179780865,22.50000000000002,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715545.680475711,6587830.4179780865,30.00000000000003,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715553.180475711,6587830.4179780865,37.5,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715560.680475711,6587830.4179780865,45.00000000000001,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715568.180475711,6587830.4179780865,52.500000000000014,7589.5595703125,4136.6310475310165,M3_T2_sub2
-6715575.680475711,6587830.4179780865,60.00000000000002,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715583.180475711,6587830.4179780865,67.50000000000003,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715590.680475711,6587830.4179780865,75.0,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715598.180475711,6587830.4179780865,82.5,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715605.680475711,6587830.4179780865,90.00000000000001,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715613.180475711,6587830.4179780865,97.50000000000001,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715620.680475711,6587830.4179780865,105.00000000000003,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715628.180475711,6587830.4179780865,112.5,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715635.680475711,6587830.4179780865,120.0,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715643.180475711,6587830.4179780865,127.50000000000001,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715650.680475711,6587830.4179780865,135.00000000000003,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715658.180475711,6587830.4179780865,142.50000000000003,7605.70458984375,4136.6310475310165,M3_T2_sub2
-6715665.680475711,6587830.4179780865,150.0,7605.70458984375,4136.6310475310165,M3_T2_sub2
